customer_id,age,gender,income,product_category,browsing_time,pages_viewed,previous_purchases,discount_used,purchased
130074,59.0,Other,67692.91,Fashion,20.59,4.0,4.0,No,1
102981,52.0,male,,Sports,7.4,6.0,4.0,Yes,1
105254,44.0,Female,31529.55,Grocery,13.16,4.0,,No,0
110666,29.0,Female,22521.58,Fashion,15.29,2.0,4.0,No,1
117963,59.0,Male,22480.92,Home,4.51,5.0,2.0,No,0
122366,47.0,Male,62218.83,Home,12.52,9.0,1.0,No,0
131083,40.0,Female,,Home,41.07,5.0,1.0,Yes,1
106538,63.0,Male,30427.84,Home,42.66,7.0,1.0,Yes,1
131571,52.0,Female,,Home,7.95,15.0,0.0,No,1
145847,34.0,Female,85972.94,Electronics,14.37,7.0,3.0,No,1
130048,50.0,Female,55806.57,Fashion,7.01,6.0,0.0,No,0
116931,45.0,Female,68695.48,Sports,13.29,12.0,6.0,Yes,1
102326,57.0,Female,16617.41,Grocery,20.72,6.0,0.0,No,0
124422,56.0,Male,30927.61,Grocery,29.01,7.0,2.0,Yes,1
109101,28.0,Male,131739.12,Home,14.83,2.0,5.0,Yes,1
131809,50.0,Female,75141.79,Beauty,25.6,3.0,2.0,No,0
129801,47.0,FEMALE,50675.44,grocery,22.45,5.0,3.0,No,0
126981,61.0,Male,44701.07,,12.51,2.0,2.0,No,0
114432,21.0,Male,28200.72,Electronics,13.07,11.0,1.0,No,1
121713,29.0,Male,30775.24,Grocery,4.46,4.0,3.0,Yes,0
114357,65.0,Male,25667.79,Grocery,21.53,7.0,1.0,No,0
128353,58.0,Male,13948.1,Electronics,11.96,6.0,1.0,,0
138237,30.0,Male,28186.06,Fashion,24.31,21.0,1.0,Yes,1
100626,29.0,Male,43366.72,Home,38.89,9.0,2.0,No,0
125297,20.0,Female,33836.03,Beauty,6.38,15.0,1.0,No,1
133336,49.0,Female,17636.01,Electronics,20.66,10.0,3.0,No,0
149564,29.0,Male,23326.3,Sports,10.38,2.0,1.0,No,0
117622,57.0,Female,43777.86,Fashion,41.67,2.0,2.0,No,1
141369,51.0,Female,26350.34,Electronics,18.71,11.0,1.0,Yes,1
106809,20.0,Female,83169.13,Fashion,18.83,13.0,2.0,No,1
146089,45.0,Male,33623.2,Fashion,,6.0,2.0,,0
117901,29.0,Female,31595.05,Grocery,10.57,5.0,5.0,No,0
125249,32.0,Male,42382.63,Grocery,9.01,15.0,2.0,No,0
119278,47.0,Male,10960.17,Fashion,22.74,6.0,1.0,No,0
131781,65.0,Male,,Home,8.29,8.0,3.0,No,1
124110,62.0,Male,41313.08,Beauty,7.58,7.0,2.0,No,0
143148,30.0,Female,53625.98,Electronics,46.35,2.0,1.0,No,1
148009,38.0,Male,72191.62,Beauty,7.37,10.0,1.0,Yes,1
115110,50.0,Female,23887.65,Home,10.85,10.0,5.0,No,1
132225,63.0,Male,34226.61,Fashion,15.36,5.0,2.0,No,0
123557,52.0,Male,10077.92,Fashion,15.72,4.0,5.0,Yes,1
149606,52.0,Male,13395.17,Grocery,20.66,7.0,0.0,Yes,0
108297,55.0,Male,37883.34,Fashion,15.53,,1.0,Yes,0
136985,31.0,Female,23214.62,Home,17.56,4.0,6.0,No,1
101558,55.0,Female,41256.04,Home,9.85,3.0,1.0,Yes,0
129828,37.0,,,Fashion,32.01,2.0,6.0,No,1
121299,18.0,Male,24934.93,Grocery,27.93,180.0,1.0,No,0
100274,64.0,Male,23677.45,Fashion,21.06,13.0,1.0,No,0
121133,58.0,Female,59170.22,Grocery,22.06,7.0,5.0,No,0
129916,33.0,Female,28961.03,Grocery,17.95,6.0,1.0,No,0
136578,19.0,Male,28116.16,Fashion,11.81,10.0,2.0,Yes,1
116073,55.0,Female,26608.09,Fashion,9.94,7.0,3.0,No,0
146531,58.0,Male,81566.12,Fashion,28.62,1.0,0.0,Yes,1
110241,51.0,Female,31060.05,Home,14.46,3.0,2.0,No,0
102175,29.0,Male,47751.86,Electronics,17.95,5.0,2.0,Yes,1
127065,35.0,Other,36050.95,Sports,9.44,13.0,2.0,No,1
112967,56.0,Female,27099.51,Grocery,27.49,16.0,4.0,No,0
111301,65.0,Male,34970.66,Fashion,9.64,6.0,1.0,No,0
138926,39.0,Male,26126.73,Sports,,13.0,3.0,Yes,1
106469,42.0,Female,32360.54,Home,48.25,5.0,3.0,No,0
132036,51.0,Male,41898.46,Electronics,21.18,5.0,1.0,No,0
100759,24.0,Male,19877.43,Fashion,10.16,9.0,4.0,No,0
136664,55.0,Female,39111.78,Beauty,7.4,9.0,4.0,Yes,0
147509,62.0,,35925.91,Beauty,30.43,4.0,1.0,No,0
124991,23.0,Male,39001.39,Fashion,12.74,5.0,2.0,No,0
113447,21.0,Male,36829.56,Sports,15.54,6.0,2.0,Yes,0
142893,47.0,Female,49543.41,Grocery,34.05,4.0,6.0,Yes,1
127779,61.0,Female,53104.7,Grocery,6.22,8.0,2.0,No,1
105224,57.0,Female,24243.31,Beauty,21.35,5.0,2.0,No,1
127742,35.0,Female,31304.23,Home,25.13,11.0,3.0,No,1
105523,54.0,Female,51997.8,Fashion,20.78,2.0,,No,1
131029,51.0,Male,,Electronics,32.78,,1.0,No,1
148111,30.0,Male,35888.04,Electronics,13.98,6.0,0.0,,0
149272,21.0,Female,46967.22,Electronics,14.48,5.0,10.0,Yes,1
129875,59.0,Male,40511.22,Grocery,4.41,6.0,,No,0
119288,22.0,Other,119946.47,Grocery,16.54,4.0,4.0,No,1
116182,34.0,,47508.37,Beauty,,9.0,3.0,Yes,1
135817,36.0,FEMALE,32525.0,Sports,18.32,15.0,1.0,No,1
134628,61.0,Female,53826.87,Electronics,18.8,4.0,2.0,Yes,0
145888,45.0,male,17673.84,Grocery,13.14,4.0,3.0,No,1
113718,28.0,Male,37011.86,Grocery,23.66,26.0,3.0,Yes,1
136301,65.0,Female,21361.45,Beauty,9.44,3.0,3.0,No,0
100352,20.0,Male,33930.7,Sports,33.9,11.0,4.0,Yes,1
132990,,Female,49121.48,Sports,7.78,18.0,5.0,No,1
104194,19.0,Female,241075.63,Fashion,12.73,12.0,2.0,Yes,1
123035,,Male,17239.29,Fashion,10.17,7.0,5.0,Yes,0
106706,19.0,Male,26685.04,Sports,33.17,13.0,2.0,No,1
147954,60.0,Female,18779.84,Fashion,33.43,9.0,3.0,No,0
105542,25.0,Male,26788.66,Beauty,14.21,6.0,8.0,No,0
135612,65.0,FEMALE,55516.31,Grocery,27.38,4.0,1.0,Yes,1
125645,49.0,Male,39779.15,Home,22.96,3.0,4.0,,0
121671,22.0,Female,70801.96,Beauty,13.95,6.0,3.0,Yes,0
109352,24.0,Female,16871.26,Electronics,6.68,9.0,1.0,No,0
125330,27.0,Male,33518.69,Home,13.51,4.0,4.0,No,0
107218,27.0,Female,51814.84,Fashion,27.88,4.0,,No,0
148548,38.0,Female,35168.38,Fashion,9.19,8.0,3.0,Yes,0
139076,31.0,Male,40084.71,Home,25.84,6.0,4.0,Yes,1
107882,21.0,male,63290.41,Electronics,19.51,3.0,,No,0
118220,36.0,Female,25974.75,Grocery,34.82,6.0,2.0,Yes,0
104352,45.0,Male,31344.78,Home,6.79,10.0,3.0,No,1
119549,39.0,Male,30329.09,Grocery,25.87,5.0,1.0,No,0
148481,45.0,Female,35627.07,Sports,39.58,9.0,1.0,No,1
104705,53.0,Female,71463.4,Home,54.68,17.0,3.0,No,1
110075,54.0,Female,15074.35,Home,6.98,5.0,5.0,No,0
145198,,Female,12379.11,Grocery,37.92,8.0,4.0,Yes,0
110982,33.0,Male,47476.03,Electronics,19.83,3.0,1.0,Yes,0
130422,54.0,Female,43908.11,Sports,13.73,3.0,6.0,Yes,1
148965,41.0,Female,41725.25,Fashion,23.73,7.0,5.0,No,1
116455,25.0,Female,22291.71,Home,20.48,6.0,,Yes,0
130335,20.0,male,19761.06,Grocery,23.77,7.0,3.0,No,0
113489,64.0,Female,66498.91,Home,26.36,5.0,4.0,No,0
102903,59.0,Female,51649.79,Beauty,16.18,1.0,1.0,Yes,1
115999,49.0,Female,33714.31,Fashion,12.87,13.0,3.0,Yes,1
125313,26.0,Male,45288.45,Electronics,,2.0,0.0,No,0
112525,49.0,Male,10000.0,Home,36.39,3.0,4.0,Yes,1
109764,,Female,,Home,8.45,15.0,5.0,No,1
100559,56.0,Male,25850.66,Sports,,6.0,4.0,No,1
143901,55.0,Female,90505.54,Fashion,21.62,8.0,1.0,Yes,0
121814,50.0,Male,27167.36,Grocery,25.53,7.0,4.0,Yes,1
124573,31.0,Male,57585.72,Grocery,22.82,12.0,3.0,Yes,1
125928,54.0,,95605.52,Grocery,21.71,3.0,3.0,No,1
138241,58.0,Female,54531.15,Fashion,22.92,15.0,,No,1
108386,44.0,Female,26304.04,Sports,16.82,7.0,5.0,No,1
142769,41.0,Female,62053.0,Electronics,14.01,4.0,5.0,No,0
109619,37.0,Male,45792.76,Electronics,15.37,2.0,6.0,Yes,0
131775,41.0,Male,41578.98,Sports,24.72,7.0,4.0,No,1
115522,34.0,Male,11138.73,Fashion,21.42,7.0,2.0,Yes,0
101481,25.0,Male,25563.1,Fashion,18.83,1.0,2.0,No,1
121767,52.0,Female,40600.42,Fashion,34.23,25.0,2.0,Yes,1
139403,56.0,Female,26672.68,Beauty,,2.0,4.0,No,0
144298,43.0,Male,16309.26,Sports,10.21,2.0,1.0,Yes,0
148735,62.0,Female,17766.96,Grocery,7.68,8.0,6.0,No,1
113154,39.0,Female,38751.06,Grocery,16.56,7.0,2.0,No,0
119608,53.0,Female,45773.38,Fashion,17.05,4.0,2.0,Yes,0
140083,34.0,Male,,Electronics,16.33,6.0,5.0,Yes,1
113890,36.0,Female,27750.24,Grocery,16.48,1.0,3.0,No,1
103830,25.0,Male,73298.91,Grocery,38.25,3.0,4.0,No,0
106416,21.0,Male,36500.41,Sports,11.43,10.0,2.0,No,1
117040,23.0,FEMALE,38750.36,Electronics,21.11,11.0,3.0,Yes,1
100849,57.0,Female,13920.29,Grocery,28.06,9.0,3.0,Yes,1
138801,51.0,Female,43461.06,Home,11.32,5.0,3.0,Yes,1
119409,42.0,Male,31427.46,Electronics,14.78,8.0,3.0,No,0
138924,57.0,Female,16236.71,Electronics,19.19,,4.0,No,1
109226,50.0,Male,27708.63,Sports,15.49,9.0,5.0,,1
100703,26.0,Female,30843.17,Home,9.34,4.0,6.0,Yes,0
123780,18.0,Male,29507.54,Fashion,44.72,13.0,3.0,No,1
127394,25.0,Female,12600.33,Sports,21.73,3.0,4.0,Yes,0
137337,31.0,Female,16948.59,Grocery,17.7,5.0,1.0,No,0
127616,32.0,,111174.47,Sports,34.49,9.0,2.0,Yes,1
130350,20.0,,47639.09,Grocery,37.41,,2.0,No,0
127037,20.0,Female,32952.95,Sports,27.4,11.0,1.0,,1
106114,47.0,Female,28467.42,Electronics,21.79,9.0,1.0,Yes,0
112982,30.0,Male,76721.64,Grocery,7.13,5.0,2.0,No,0
133776,60.0,Female,34521.74,Sports,15.44,7.0,2.0,,1
100777,38.0,Female,30715.93,Sports,26.79,,5.0,No,1
122048,54.0,Female,67483.46,Grocery,9.16,3.0,5.0,No,1
135495,70.0,Male,50285.36,Electronics,53.97,11.0,1.0,Yes,1
112556,49.0,Male,900000.0,Grocery,40.32,9.0,,No,1
116000,63.0,Female,12399.66,Home,26.64,13.0,1.0,Yes,1
102515,22.0,Male,34382.09,electronics,28.81,13.0,4.0,No,1
115120,60.0,Male,40477.66,Grocery,12.32,4.0,2.0,Yes,1
129932,53.0,Male,84368.91,Grocery,16.63,4.0,3.0,No,1
123456,51.0,Male,56759.81,Sports,41.69,8.0,0.0,Yes,1
122781,54.0,Male,57818.61,Fashion,14.7,4.0,3.0,Yes,1
116175,28.0,Male,26509.7,Electronics,37.38,8.0,2.0,Yes,1
140651,34.0,Female,,Fashion,30.56,7.0,2.0,Yes,1
100746,35.0,Female,50088.41,Fashion,18.09,7.0,4.0,No,0
127276,30.0,Female,33261.78,Grocery,23.32,12.0,3.0,No,1
134154,21.0,N/A,61589.48,Grocery,11.42,10.0,4.0,No,0
136916,32.0,Female,35942.55,Electronics,23.14,4.0,4.0,No,1
127230,59.0,Male,10000.0,Electronics,27.6,2.0,2.0,No,0
117915,54.0,Male,18542.98,beauty,11.49,14.0,1.0,,0
103037,56.0,Female,20306.54,Fashion,24.77,,3.0,Yes,0
123362,37.0,Female,27275.77,Electronics,7.85,5.0,5.0,Yes,0
101683,19.0,Female,36602.07,Sports,19.92,12.0,3.0,No,1
125991,38.0,Male,64189.59,Home,42.93,15.0,2.0,No,0
126367,50.0,Male,15494.74,Fashion,13.63,9.0,1.0,Yes,0
121780,20.0,Male,53609.39,Home,9.41,9.0,3.0,No,0
112488,56.0,Female,24016.38,Beauty,11.47,6.0,2.0,No,0
110799,22.0,Male,65202.67,,17.05,7.0,5.0,No,0
142391,58.0,Male,,Electronics,13.11,4.0,6.0,No,1
137859,24.0,Female,60188.98,Electronics,33.61,180.0,4.0,No,1
130094,22.0,Male,27896.41,Home,22.14,6.0,0.0,No,0
129577,20.0,Female,40223.61,Home,49.2,7.0,,No,1
128466,56.0,Male,72958.16,Grocery,16.1,7.0,1.0,Yes,1
115122,61.0,Male,22795.33,Electronics,4.39,4.0,1.0,Yes,0
118843,40.0,Female,24696.49,Beauty,28.95,5.0,0.0,No,0
128987,29.0,Other,15181.45,Beauty,28.84,,4.0,No,1
125562,22.0,Female,22758.19,Grocery,7.03,15.0,0.0,No,0
141133,63.0,Female,54730.56,Grocery,32.76,7.0,1.0,No,1
111790,19.0,Female,40520.05,Fashion,14.43,5.0,1.0,No,0
101001,56.0,Male,74991.78,Grocery,34.48,5.0,3.0,Yes,1
148622,53.0,Male,26121.92,Beauty,31.09,1.0,0.0,No,0
109325,37.0,Female,39866.2,Fashion,43.27,4.0,1.0,No,1
135882,43.0,Female,35907.58,Electronics,6.49,12.0,2.0,No,1
101344,45.0,Female,56896.38,Fashion,25.37,6.0,2.0,Yes,0
104580,32.0,Female,56200.59,Sports,35.93,6.0,5.0,Yes,1
131164,28.0,Male,35814.61,Home,22.61,13.0,1.0,Yes,1
133304,55.0,Female,36910.85,Beauty,15.49,6.0,2.0,Yes,1
110860,46.0,Female,40194.83,,12.09,5.0,2.0,No,0
139377,58.0,Female,35605.25,Beauty,31.08,4.0,4.0,Yes,1
105216,29.0,Female,40806.73,Electronics,10.96,6.0,3.0,No,0
136124,18.0,Male,195766.89,Electronics,14.56,3.0,0.0,No,0
134673,26.0,Female,15435.6,Grocery,7.34,6.0,1.0,No,0
127943,23.0,Male,60099.17,FASHION,25.25,3.0,2.0,No,0
129827,35.0,Male,105252.64,Home,19.48,8.0,3.0,No,0
118907,40.0,Female,58208.21,Fashion,25.16,12.0,0.0,No,1
133693,50.0,Male,31448.75,Fashion,16.0,8.0,5.0,No,1
105978,25.0,Male,87489.41,Sports,13.99,6.0,2.0,Yes,1
119667,63.0,Female,26675.06,Grocery,21.22,10.0,1.0,No,1
135414,44.0,Male,82863.23,Fashion,12.2,9.0,5.0,No,0
103445,62.0,Male,31120.01,Sports,36.25,5.0,1.0,No,0
112734,38.0,Male,17093.94,Grocery,18.54,20.0,3.0,Yes,1
112628,25.0,Other,34789.19,,38.44,8.0,3.0,Yes,1
140029,28.0,Male,55980.45,Fashion,66.03,4.0,2.0,No,1
137536,60.0,Female,73424.35,Beauty,8.05,12.0,2.0,Yes,1
105747,38.0,Male,26381.98,Fashion,25.16,8.0,3.0,Yes,1
110784,36.0,Male,33183.9,Electronics,12.66,9.0,3.0,No,1
148716,45.0,Male,61994.05,,9.73,5.0,3.0,No,0
100414,24.0,Female,31368.37,Fashion,7.02,5.0,3.0,No,1
126857,28.0,Female,33562.66,Beauty,50.57,9.0,2.0,No,1
146590,22.0,Male,28480.71,Fashion,34.66,8.0,2.0,No,0
139679,53.0,Female,54000.78,Fashion,20.85,7.0,4.0,Yes,1
145694,53.0,Female,116590.21,Home,16.57,7.0,1.0,Yes,1
142072,22.0,Male,31656.7,,34.06,8.0,2.0,No,1
134631,36.0,Male,20686.17,Electronics,15.15,21.0,3.0,No,1
135886,18.0,FEMALE,24085.78,Electronics,,14.0,1.0,,0
132478,,,194494.53,Grocery,16.13,6.0,3.0,No,0
108764,33.0,Female,62223.03,Electronics,16.75,3.0,2.0,No,0
147298,26.0,Female,13489.0,Home,10.27,9.0,,No,0
105266,60.0,Male,20841.38,Fashion,15.77,3.0,4.0,Yes,1
111266,38.0,Male,47990.67,Fashion,11.41,3.0,3.0,,1
134016,40.0,FEMALE,50909.33,Fashion,50.55,7.0,3.0,No,0
137477,26.0,Male,40105.58,Grocery,21.17,7.0,2.0,No,0
131144,63.0,Male,20255.02,Grocery,26.86,3.0,2.0,No,1
139541,34.0,Male,23655.16,Grocery,31.34,3.0,4.0,No,1
134656,42.0,Male,,Grocery,19.22,13.0,1.0,No,1
109481,46.0,Male,10401.52,Sports,29.21,2.0,4.0,No,0
139258,33.0,Female,47092.15,Electronics,30.75,10.0,1.0,No,1
107569,35.0,Male,51578.75,Sports,28.44,4.0,4.0,No,1
107786,42.0,Female,52872.84,Sports,21.34,3.0,,Yes,1
104096,44.0,Male,53226.98,Grocery,32.69,6.0,3.0,No,0
140678,46.0,Male,20218.21,Home,33.79,5.0,2.0,Yes,1
146598,40.0,Female,66587.81,Sports,7.47,8.0,4.0,No,0
102756,59.0,Male,26999.31,Home,14.99,10.0,,No,0
101378,54.0,Female,45118.79,Electronics,28.88,5.0,2.0,No,1
110640,33.0,Male,36946.57,Fashion,18.74,11.0,2.0,Yes,1
122063,38.0,Female,38332.21,Grocery,11.13,5.0,1.0,Yes,1
131931,31.0,Male,10000.0,Beauty,10.16,5.0,3.0,Yes,0
113478,56.0,Male,42946.01,Beauty,27.39,11.0,7.0,No,1
123001,54.0,Female,67503.72,Electronics,13.66,8.0,1.0,No,1
124577,23.0,Female,26372.84,Electronics,34.59,12.0,5.0,No,1
140896,28.0,Female,41743.26,Electronics,16.92,9.0,2.0,Yes,1
112408,26.0,Female,58178.74,Fashion,27.91,14.0,0.0,No,0
118311,20.0,Male,37262.75,Electronics,19.45,8.0,3.0,No,1
121348,54.0,Male,,Electronics,16.84,12.0,2.0,No,1
116715,57.0,Male,43025.07,Home,15.13,15.0,3.0,Yes,0
103701,25.0,Male,53702.64,Beauty,19.33,2.0,3.0,,0
100217,21.0,Female,45580.66,Grocery,11.45,7.0,4.0,Yes,1
137883,56.0,,39588.91,Grocery,22.37,14.0,8.0,No,1
111637,34.0,,24298.21,Home,36.41,3.0,2.0,Yes,0
136274,32.0,Male,40583.42,Beauty,28.68,5.0,1.0,No,0
114321,65.0,Male,55548.98,Home,11.7,7.0,2.0,Yes,1
108813,44.0,Other,,Sports,8.38,8.0,2.0,Yes,0
148946,40.0,Male,19655.64,Beauty,7.98,3.0,6.0,No,0
104615,44.0,Female,46981.62,Grocery,21.17,1.0,1.0,No,1
135796,25.0,Male,183198.69,Grocery,13.01,4.0,4.0,No,0
121994,34.0,Male,16242.0,Grocery,7.09,11.0,4.0,Yes,0
107780,30.0,Female,27931.54,Electronics,16.29,8.0,3.0,No,0
106753,47.0,Male,31227.68,Fashion,16.03,10.0,4.0,No,1
145084,55.0,Female,42189.32,Home,18.41,12.0,5.0,Yes,1
102329,70.0,,36842.34,Electronics,5.0,24.0,4.0,Yes,1
106162,28.0,,24296.31,Fashion,,2.0,3.0,Yes,0
142749,61.0,Male,85650.56,Fashion,27.08,11.0,4.0,No,1
145373,40.0,Female,43781.22,Grocery,14.1,13.0,3.0,Yes,1
116148,39.0,Female,43399.5,Home,27.57,13.0,3.0,Yes,1
141103,21.0,Male,17441.23,Electronics,9.16,14.0,0.0,No,0
140801,46.0,Male,28255.61,Fashion,16.59,7.0,5.0,Yes,1
127784,60.0,Female,26157.71,Sports,12.18,11.0,7.0,No,1
107201,50.0,Female,25921.16,Grocery,19.17,6.0,5.0,Yes,0
105677,43.0,Female,42022.19,Beauty,21.76,5.0,2.0,Yes,1
109502,27.0,Female,31288.97,Beauty,17.03,10.0,,No,1
146010,22.0,Female,121216.38,Home,28.35,9.0,3.0,,1
143413,23.0,Male,19909.97,Sports,11.14,8.0,2.0,Yes,0
146208,55.0,Male,,,17.55,4.0,5.0,No,0
120356,53.0,Female,29254.66,Grocery,36.52,17.0,3.0,Yes,1
135418,58.0,Female,,Home,32.58,3.0,5.0,Yes,1
147675,31.0,Female,16989.99,Fashion,11.93,8.0,3.0,No,1
106130,35.0,Female,,Beauty,21.58,8.0,6.0,Yes,1
123605,57.0,Female,31400.23,Grocery,35.17,5.0,1.0,No,1
126053,42.0,Female,31363.87,Electronics,25.31,4.0,6.0,Yes,1
143965,42.0,male,34331.19,Fashion,21.74,4.0,1.0,No,0
144891,62.0,Female,,grocery,40.95,21.0,2.0,Yes,1
137050,44.0,Female,14586.98,Fashion,34.89,11.0,1.0,No,1
132936,65.0,Female,16460.51,Home,29.48,8.0,0.0,No,0
130406,47.0,Female,75458.23,Fashion,20.69,8.0,3.0,No,1
109315,23.0,Male,12821.4,Home,7.92,18.0,3.0,Yes,1
135497,43.0,Male,11940.42,Sports,34.23,6.0,5.0,No,0
108962,40.0,Male,50068.46,Sports,19.59,1.0,3.0,Yes,0
138395,65.0,Female,17584.04,Home,,12.0,,No,1
114146,,Male,23008.71,Beauty,14.67,9.0,2.0,No,0
149654,27.0,Female,10000.0,Fashion,47.25,11.0,3.0,No,1
118122,59.0,Female,20113.57,Fashion,15.26,3.0,4.0,Yes,0
119233,24.0,Female,10000.0,Electronics,9.9,8.0,2.0,No,0
136910,61.0,Female,,Fashion,14.54,6.0,6.0,No,0
121765,60.0,Male,37130.6,FASHION,36.79,7.0,1.0,Yes,0
114495,18.0,Female,23738.59,Home,23.95,10.0,1.0,No,0
119627,49.0,Male,28459.02,Grocery,18.14,10.0,2.0,Yes,0
133961,58.0,Female,48310.19,Home,12.34,5.0,4.0,No,0
149086,39.0,Male,34726.45,Fashion,14.64,4.0,1.0,Yes,0
132390,41.0,Female,40985.1,,15.8,11.0,4.0,No,0
124085,44.0,Male,28913.3,Beauty,18.48,3.0,5.0,No,0
128374,33.0,N/A,44041.71,Sports,4.82,4.0,1.0,No,0
114787,28.0,Male,26749.3,Beauty,10.05,1.0,4.0,Yes,1
131584,60.0,Male,68167.4,Electronics,10.49,10.0,3.0,No,1
133939,26.0,Female,38687.38,Fashion,15.73,7.0,7.0,Yes,0
113023,18.0,Female,27773.41,Fashion,23.79,10.0,1.0,No,1
104036,19.0,Male,21963.85,Grocery,29.25,8.0,5.0,No,1
137464,23.0,Female,23534.86,Beauty,15.56,17.0,1.0,No,1
102555,65.0,Male,31617.41,Home,23.08,29.0,3.0,No,1
103715,52.0,Female,23607.64,Grocery,26.51,5.0,1.0,No,0
144289,31.0,Female,79489.88,Fashion,29.5,8.0,5.0,No,1
104234,30.0,Male,42418.55,Home,44.02,7.0,3.0,No,1
145370,43.0,Female,30684.9,Beauty,10.34,16.0,1.0,Yes,1
130530,26.0,Female,17124.68,Beauty,23.2,4.0,4.0,No,1
133007,,Male,75738.28,Sports,17.34,13.0,3.0,No,0
120386,32.0,Female,93779.15,Fashion,24.22,6.0,0.0,Yes,0
123470,58.0,Female,44850.5,Sports,20.63,3.0,0.0,Yes,1
132254,60.0,Female,18217.8,Home,15.71,2.0,,No,0
107176,41.0,Female,57929.89,Grocery,41.78,7.0,2.0,No,1
143889,64.0,Female,26949.03,Fashion,21.94,8.0,2.0,No,0
149828,46.0,Male,70704.9,Grocery,23.49,12.0,3.0,No,1
138784,24.0,Other,38470.26,Sports,34.65,10.0,3.0,No,0
101504,33.0,Male,24087.69,Fashion,38.2,11.0,1.0,No,1
105932,44.0,Male,24067.56,Sports,37.23,7.0,2.0,No,1
115086,49.0,Male,49099.24,Sports,22.85,20.0,4.0,Yes,1
105882,65.0,Female,82554.18,Grocery,23.01,10.0,4.0,Yes,1
123849,60.0,Male,78079.89,Grocery,17.02,1.0,2.0,No,0
128365,37.0,Female,40569.22,Electronics,14.87,3.0,2.0,No,1
131049,33.0,Female,30489.04,Grocery,450.0,6.0,1.0,No,1
119081,25.0,Male,35399.13,Fashion,18.43,17.0,,No,0
134633,33.0,Female,66761.83,Fashion,20.92,8.0,1.0,Yes,0
129094,42.0,Female,52848.61,Grocery,14.17,3.0,0.0,Yes,0
143600,33.0,Female,41908.8,Sports,16.87,8.0,1.0,,1
134693,23.0,Female,30676.33,Electronics,30.6,3.0,1.0,Yes,0
117973,42.0,Female,20127.44,Electronics,26.4,9.0,2.0,Yes,1
122863,26.0,male,20761.01,Beauty,17.47,5.0,,No,0
107498,32.0,Male,54257.91,Sports,12.53,10.0,3.0,Yes,1
135424,40.0,Female,15770.1,Beauty,25.37,2.0,2.0,No,0
144147,34.0,Male,35520.21,Electronics,37.73,250.0,2.0,No,0
113864,52.0,Male,64987.54,Grocery,29.65,6.0,3.0,No,0
128006,50.0,Male,,Fashion,40.01,9.0,3.0,Yes,0
149664,24.0,Male,11289.05,Grocery,27.98,5.0,1.0,Yes,0
144193,44.0,Female,50094.9,Electronics,11.31,12.0,1.0,Yes,0
133772,30.0,Male,22644.78,Electronics,26.19,4.0,2.0,Yes,0
105554,49.0,Male,84663.8,Electronics,26.52,5.0,3.0,No,0
107790,62.0,Female,24431.74,Beauty,10.72,10.0,6.0,Yes,1
125798,55.0,Female,23014.89,Sports,25.51,18.0,2.0,No,1
121423,59.0,Male,57675.13,Electronics,2.43,8.0,3.0,Yes,0
114766,63.0,Male,42324.55,Fashion,21.87,4.0,2.0,Yes,0
146907,27.0,Male,52858.95,Electronics,27.66,11.0,3.0,Yes,1
115632,33.0,Female,71897.05,Home,21.28,5.0,,No,0
112981,35.0,Female,42725.2,Electronics,18.63,5.0,4.0,No,1
116614,,Female,11485.8,Fashion,10.33,5.0,0.0,Yes,0
112217,20.0,Female,28356.08,beauty,22.55,7.0,6.0,Yes,0
116928,58.0,Female,28692.68,Grocery,11.77,8.0,4.0,No,0
112142,62.0,Male,17127.28,Fashion,22.81,9.0,4.0,Yes,0
107894,28.0,Female,44198.42,Fashion,13.84,5.0,3.0,No,1
147100,34.0,Male,47487.85,Grocery,15.18,5.0,2.0,No,0
118876,54.0,Other,65861.43,Grocery,26.44,9.0,2.0,Yes,0
109635,52.0,Male,,Sports,7.52,11.0,,No,0
117929,49.0,Male,32016.25,Grocery,9.23,,2.0,No,1
114659,48.0,Female,29059.19,Electronics,13.84,2.0,3.0,No,0
125873,34.0,Female,27174.87,Grocery,37.38,4.0,1.0,No,0
100937,25.0,Male,35841.54,,15.95,3.0,2.0,No,0
131436,57.0,Female,83634.23,Grocery,10.71,18.0,4.0,Yes,1
132871,24.0,Male,48293.09,Fashion,33.79,9.0,0.0,Yes,1
148050,35.0,Female,66415.52,Home,15.65,17.0,1.0,No,1
134412,59.0,Female,15980.78,Sports,1.77,5.0,3.0,Yes,1
110343,58.0,FEMALE,33201.46,Electronics,22.53,7.0,4.0,Yes,0
115478,22.0,Female,20722.66,Fashion,20.01,12.0,2.0,No,0
145724,63.0,Male,67113.35,Electronics,7.72,,0.0,Yes,0
140177,36.0,Male,35318.55,Fashion,21.37,6.0,2.0,No,1
112105,20.0,Female,24356.49,Electronics,41.8,8.0,2.0,No,1
120799,51.0,Female,40185.9,Fashion,23.12,3.0,3.0,Yes,1
101721,22.0,Other,900000.0,Fashion,26.81,8.0,5.0,No,0
115985,30.0,Male,25347.28,Home,14.65,4.0,3.0,No,0
122920,18.0,Female,,Fashion,32.73,13.0,4.0,Yes,1
125699,53.0,Male,31907.38,Grocery,32.43,4.0,7.0,No,1
147848,38.0,Female,67649.96,Fashion,27.13,9.0,,Yes,1
125611,21.0,Female,49944.6,Grocery,34.12,8.0,3.0,No,0
