Unnamed: 0.1,Unnamed: 0,customer_id,age,gender,income,product_category,browsing_time,pages_viewed,previous_purchases,discount_used,purchased
43357,44004,102717,38.0,Female,48997.32,Electronics,6.41,11.0,4.0,No,1
38958,39527,148962,62.0,Male,66788.81,Grocery,29.59,250.0,3.0,No,0
40940,41537,118148,50.0,Female,31731.16,Fashion,33.27,5.0,1.0,No,1
30853,31276,101536,19.0,Male,29747.32,Sports,11.89,5.0,1.0,Yes,0
30522,30939,111424,44.0,Female,42889.96,Home,28.21,5.0,2.0,Yes,1
29316,29707,141546,56.0,Other,22251.4,Electronics,16.34,12.0,3.0,No,0
10185,10260,111661,36.0,Male,69246.73,Sports,9.66,13.0,2.0,Yes,1
8878,8940,145965,33.0,Female,27564.97,Sports,3.81,9.0,5.0,No,1
12152,12250,137398,35.0,,39951.68,,20.88,5.0,1.0,Yes,0
45995,46686,146170,21.0,Female,46059.79,Fashion,21.39,13.0,2.0,Yes,1
23847,24129,105094,64.0,Male,18066.88,Electronics,21.72,2.0,2.0,No,0
27381,27738,111118,50.0,Male,43196.63,Electronics,44.15,7.0,3.0,Yes,1
29672,30070,140812,61.0,Female,21871.07,Fashion,9.69,9.0,2.0,No,1
14294,14424,149743,39.0,Male,30324.88,Home,22.75,20.0,0.0,No,0
26603,26942,147706,32.0,Female,32737.26,Electronics,23.12,6.0,3.0,No,0
2024,2026,130810,44.0,Female,28975.12,Fashion,18.52,19.0,4.0,No,1
37067,37595,121310,34.0,Male,38579.05,Electronics,18.89,13.0,2.0,No,1
37395,37932,107275,21.0,Female,26788.66,Electronics,36.21,16.0,5.0,Yes,1
35480,35980,140207,52.0,Female,61484.04,Fashion,34.0,8.0,1.0,,1
23048,23316,140154,29.0,Female,13267.7,Sports,24.81,5.0,1.0,No,0
637,637,143918,25.0,Male,49773.59,Sports,13.09,6.0,1.0,No,0
8173,8230,134897,32.0,Male,17474.19,Grocery,13.5,10.0,3.0,No,0
4682,4699,120727,55.0,Male,36860.55,Grocery,32.02,1.0,4.0,Yes,1
26958,27307,104016,24.0,Male,36615.74,Beauty,48.67,8.0,2.0,No,1
18440,18632,131908,28.0,Female,10000.0,Fashion,13.55,6.0,2.0,Yes,0
41305,41909,141578,64.0,Male,42975.16,Fashion,11.38,9.0,0.0,Yes,0
31468,31901,107483,40.0,Female,28901.62,Electronics,23.17,14.0,4.0,No,1
37653,38193,107804,56.0,Female,25814.38,Fashion,12.35,11.0,3.0,Yes,1
3385,3396,108845,42.0,Female,41355.29,Beauty,17.51,6.0,5.0,No,1
6260,6287,127001,62.0,Male,15655.03,Grocery,26.41,4.0,1.0,No,0
17643,17819,125968,47.0,,74001.73,Beauty,34.41,8.0,1.0,Yes,1
7681,7733,116346,46.0,Male,22369.94,Grocery,15.68,4.0,2.0,No,1
34121,34605,106500,40.0,Female,33352.25,Electronics,19.37,,4.0,No,1
39699,40283,145718,54.0,Female,39266.75,Electronics,19.3,8.0,2.0,No,0
43171,43815,124659,53.0,Female,33656.35,Home,44.88,3.0,3.0,Yes,0
10802,10884,102692,47.0,Female,28953.32,Home,10.78,2.0,4.0,No,0
38952,39521,149392,25.0,Female,30439.26,Grocery,29.82,11.0,,Yes,1
23216,23485,106065,35.0,Male,27312.74,Grocery,24.61,5.0,0.0,Yes,0
24626,24929,105107,54.0,Male,28838.81,Sports,17.5,8.0,3.0,Yes,1
10200,10275,116471,18.0,Male,31128.66,Electronics,29.08,12.0,,No,1
11232,11319,119194,26.0,Male,32474.63,Grocery,21.69,13.0,2.0,No,0
10065,10139,108762,43.0,Female,27881.26,Electronics,35.71,3.0,2.0,No,1
47056,47760,107897,59.0,Male,23540.95,Electronics,16.12,9.0,2.0,Yes,0
34128,34613,146402,40.0,Other,60427.89,Electronics,31.49,1.0,2.0,Yes,1
44982,45653,139606,47.0,,57137.3,Electronics,23.38,8.0,2.0,No,0
4706,4723,149551,65.0,Female,15791.94,Grocery,19.22,4.0,2.0,Yes,1
46866,47567,111740,27.0,Other,37696.66,Home,35.38,13.0,1.0,Yes,0
5014,5033,147588,18.0,Female,67136.12,Fashion,46.56,4.0,2.0,No,1
16390,16551,130059,33.0,Male,32460.49,Home,35.62,14.0,2.0,No,1
1137,1137,136493,20.0,Female,51431.76,Sports,20.85,5.0,2.0,No,1
42439,43066,120757,63.0,Female,60894.33,Grocery,11.1,5.0,3.0,No,1
24041,24328,110320,32.0,Male,65972.48,Beauty,18.14,5.0,2.0,Yes,0
16449,16611,141064,32.0,Male,74496.09,Electronics,9.23,5.0,,Yes,1
39344,39919,147746,65.0,Female,15110.38,Fashion,19.09,5.0,2.0,No,0
5370,5389,132489,40.0,Other,58745.83,Grocery,37.43,1.0,3.0,No,0
25039,25344,109945,26.0,Female,61170.4,Home,20.57,,2.0,No,0
36702,37223,136783,37.0,Male,65375.92,Fashion,21.87,12.0,3.0,No,1
14113,14240,144627,49.0,Female,50472.19,Fashion,6.82,11.0,3.0,No,1
18751,18953,118613,44.0,Female,78867.39,Sports,19.42,4.0,3.0,Yes,1
23265,23535,148415,22.0,Male,19704.68,Sports,29.89,4.0,1.0,Yes,0
108,108,100688,46.0,Female,36603.43,Grocery,28.95,2.0,3.0,Yes,1
8742,8803,115957,37.0,Male,28064.22,Electronics,26.48,7.0,2.0,Yes,1
23054,23322,130174,25.0,Male,65543.89,Sports,23.45,4.0,5.0,No,1
25282,25591,148186,50.0,Male,36180.85,Beauty,39.8,13.0,3.0,Yes,1
46980,47681,108536,57.0,Male,10628.13,Sports,46.63,5.0,3.0,Yes,0
27739,28102,105185,55.0,Male,31802.11,Sports,41.89,3.0,4.0,No,1
31278,31708,133228,49.0,Other,21410.16,Electronics,9.62,7.0,1.0,Yes,0
15153,15292,148180,24.0,Female,24519.95,Fashion,4.84,4.0,2.0,No,0
5473,5493,129407,22.0,Female,32822.01,Home,35.98,7.0,1.0,,1
40240,40828,116366,42.0,Male,28682.23,Beauty,22.33,3.0,1.0,No,1
27007,27358,122760,31.0,Female,45693.22,Fashion,19.25,9.0,3.0,Yes,1
10518,10599,127404,32.0,Female,23806.46,Beauty,26.63,6.0,4.0,Yes,1
32376,32825,141391,26.0,Female,18081.41,Fashion,34.59,13.0,0.0,No,1
45747,46430,119625,50.0,Female,23611.31,Home,23.14,4.0,3.0,Yes,1
9141,9205,141621,32.0,Male,14332.02,Home,15.69,5.0,2.0,No,0
41985,42605,149250,23.0,Male,11526.94,,8.64,9.0,3.0,No,1
45911,46599,134065,62.0,Female,16534.09,Electronics,14.78,3.0,3.0,No,1
33414,33885,149061,38.0,Female,21243.04,Grocery,47.7,7.0,4.0,Yes,1
34265,34752,101239,32.0,Male,24387.01,Fashion,24.65,4.0,2.0,Yes,1
40684,41276,144363,25.0,Female,36579.47,Home,38.37,10.0,4.0,Yes,1
15813,15959,142342,38.0,Female,71745.36,Grocery,2.96,7.0,0.0,Yes,0
33633,34112,130685,54.0,Male,42581.47,Electronics,10.57,5.0,1.0,No,0
45339,46019,144896,59.0,Other,64120.69,Electronics,8.4,7.0,2.0,No,1
10339,10417,138494,19.0,Male,74151.56,Beauty,34.94,9.0,5.0,No,1
19909,20125,112842,34.0,Male,37355.57,Beauty,82.12,10.0,1.0,Yes,1
29395,29786,111375,48.0,Female,29668.73,Beauty,4.38,12.0,2.0,Yes,1
27671,28033,135757,41.0,Female,29052.9,Home,8.03,2.0,2.0,Yes,1
30592,31011,129466,24.0,Female,10451.8,Grocery,25.42,3.0,6.0,Yes,1
10905,10987,131311,34.0,Male,15903.51,Sports,7.85,4.0,2.0,No,0
39877,40463,127940,56.0,Female,20844.56,Beauty,21.86,6.0,4.0,Yes,1
7638,7690,101101,41.0,Male,62184.86,Fashion,10.75,7.0,2.0,,1
43305,43951,141312,41.0,Male,30050.8,Fashion,11.81,8.0,2.0,No,0
4211,4225,137480,20.0,Female,72828.07,Fashion,26.45,13.0,5.0,No,1
10229,10304,134692,31.0,Female,28222.01,Fashion,7.07,8.0,2.0,Yes,1
6321,6348,108822,35.0,Female,29595.0,Home,4.15,6.0,3.0,No,0
11647,11738,133017,56.0,Female,24875.25,Sports,28.43,10.0,60.0,Yes,0
44924,45594,118951,31.0,Female,42315.32,Grocery,16.64,,8.0,Yes,1
26539,26876,127444,29.0,Male,26340.5,Beauty,21.57,,2.0,Yes,1
4230,4245,132499,19.0,Male,35219.2,Home,5.96,5.0,3.0,No,0
30936,31360,124550,53.0,Male,39954.07,Home,21.77,,2.0,No,1
46484,47179,117298,40.0,Female,22726.77,Beauty,13.99,17.0,3.0,Yes,1
5246,5265,143457,63.0,Female,83221.62,Electronics,6.86,6.0,1.0,No,1
11558,11649,103283,64.0,Male,44532.42,Sports,15.19,8.0,1.0,No,0
22498,22756,137964,45.0,Female,63495.99,Home,11.85,14.0,4.0,No,1
5754,5776,137224,50.0,Female,15909.05,Electronics,21.29,,5.0,Yes,1
43614,44264,132895,21.0,Male,61606.03,Grocery,43.13,5.0,1.0,Yes,0
35589,36090,146583,39.0,Other,42153.05,Sports,17.89,9.0,,No,0
28011,28381,139166,27.0,Male,53312.6,,10.71,4.0,2.0,No,0
43181,43825,127315,33.0,Male,74060.4,Grocery,50.08,6.0,5.0,Yes,1
25635,25952,129371,36.0,Male,17078.68,Electronics,6.97,4.0,2.0,No,0
4931,4949,122457,28.0,Male,48952.28,Sports,35.32,13.0,2.0,Yes,1
43103,43746,132770,40.0,Male,10632.66,Grocery,26.55,16.0,0.0,No,0
33690,34170,102340,22.0,Male,41544.11,Sports,35.17,8.0,2.0,No,0
15304,15447,111287,20.0,Male,24263.61,Electronics,14.56,15.0,1.0,No,0
44783,45451,116437,23.0,Female,22334.79,Beauty,26.55,8.0,3.0,No,1
47279,47984,139934,50.0,Male,71115.8,Sports,21.58,10.0,3.0,No,0
16276,16436,136672,40.0,Female,71179.4,Sports,48.02,8.0,2.0,Yes,1
38510,39070,105989,59.0,Female,61391.97,Electronics,30.67,2.0,2.0,No,1
24608,24910,149885,54.0,Female,34202.88,Electronics,13.93,10.0,4.0,Yes,1
44880,45549,124686,22.0,Female,13068.78,Fashion,31.93,5.0,2.0,No,1
48786,49521,139965,50.0,Female,33970.74,Sports,25.45,13.0,3.0,Yes,1
14656,14788,119487,65.0,Male,26090.15,Electronics,26.84,5.0,3.0,No,0
39506,40087,101729,39.0,Female,27564.91,Sports,16.37,14.0,1.0,Yes,1
14930,15063,147546,34.0,Female,26212.46,Sports,10.23,5.0,1.0,No,0
10184,10259,114769,43.0,Female,24756.2,,8.22,10.0,4.0,No,1
21235,21472,127997,20.0,Female,41561.52,,5.92,6.0,,Yes,0
1575,1575,134527,26.0,Male,10000.0,Electronics,17.32,5.0,1.0,No,1
19944,20160,112399,64.0,Female,37759.03,Grocery,11.58,5.0,5.0,Yes,1
22201,22453,106620,21.0,Female,81392.77,Sports,16.1,5.0,3.0,No,0
33783,34266,144777,63.0,Female,32070.52,Home,26.86,6.0,2.0,No,0
40729,41321,135772,41.0,Male,10000.0,Beauty,4.11,13.0,4.0,Yes,0
32975,33439,111986,64.0,Female,24684.22,Home,11.51,9.0,1.0,No,0
26202,26530,133857,62.0,Female,78806.9,Sports,16.33,8.0,2.0,Yes,1
37646,38186,124147,58.0,Female,22936.38,Sports,22.54,3.0,,No,0
38914,39483,145866,51.0,Male,53583.48,Fashion,16.21,2.0,0.0,No,1
21009,21240,118341,31.0,Female,41735.58,Electronics,32.79,4.0,2.0,Yes,0
16124,16277,113462,56.0,Female,10649.3,Fashion,19.78,8.0,5.0,No,1
33808,34291,112322,51.0,Male,26802.9,Beauty,7.8,3.0,5.0,No,0
14849,14981,118363,47.0,Male,38921.96,Electronics,9.29,8.0,3.0,No,1
17435,17608,101663,26.0,Male,46223.82,Electronics,6.4,10.0,3.0,No,0
49986,50736,101686,42.0,Male,46396.79,Fashion,11.95,4.0,4.0,No,0
20978,21208,142921,55.0,Male,26717.61,Grocery,8.02,1.0,1.0,No,0
45062,45734,112392,37.0,Female,136770.31,Beauty,11.87,5.0,1.0,No,0
19620,19827,111061,53.0,Male,36016.24,Grocery,16.98,7.0,1.0,No,0
19392,19597,119567,52.0,Male,44114.33,Sports,22.98,8.0,4.0,Yes,1
33393,33864,116920,44.0,Female,42194.49,Fashion,7.95,8.0,2.0,Yes,0
33401,33872,117329,58.0,Female,53664.41,Electronics,32.63,14.0,4.0,No,1
47078,47782,107711,30.0,Male,94375.75,Electronics,21.63,17.0,4.0,No,1
35676,36178,140293,35.0,Female,40629.07,Grocery,18.15,7.0,3.0,No,0
1809,1810,113302,49.0,Male,34700.51,Electronics,11.03,7.0,6.0,No,0
1353,1353,116271,21.0,Female,27351.81,Grocery,35.62,2.0,5.0,No,1
1113,1113,121909,18.0,Female,22263.55,Beauty,6.85,8.0,2.0,Yes,1
9868,9940,131795,41.0,,24961.85,Sports,32.37,8.0,0.0,No,0
6117,6142,126238,43.0,Female,47891.64,Electronics,51.92,10.0,2.0,,1
40602,41193,129522,36.0,Female,23512.07,Beauty,21.4,8.0,,Yes,1
33561,34036,132633,49.0,Male,24391.79,Electronics,10.35,9.0,2.0,No,0
47480,48189,113829,21.0,Female,27532.0,Home,15.74,3.0,2.0,Yes,0
45328,46008,117414,24.0,Male,28340.33,,29.04,7.0,1.0,No,0
8424,8482,121110,54.0,Female,34904.54,Fashion,31.56,14.0,3.0,No,1
21255,21492,145457,47.0,Male,71598.56,Home,24.51,7.0,2.0,No,0
30033,30436,140930,21.0,Other,60214.11,Fashion,29.85,4.0,2.0,No,0
34649,35144,142837,22.0,Female,42125.85,Grocery,20.0,16.0,2.0,No,1
47878,48595,109111,25.0,Male,50930.57,Home,47.01,3.0,2.0,No,0
31200,31630,133569,49.0,Female,39273.3,Electronics,16.54,,1.0,Yes,1
44747,45415,100337,64.0,Male,52223.16,Home,23.05,3.0,1.0,No,0
39774,40360,112879,29.0,Female,45877.0,Home,10.42,4.0,3.0,Yes,1
15906,16055,123382,27.0,Female,18476.81,Electronics,43.55,6.0,2.0,Yes,0
43467,44115,121599,37.0,Male,80726.61,Beauty,11.86,12.0,7.0,No,1
24660,24963,114466,27.0,Other,10875.6,Fashion,18.93,15.0,0.0,Yes,1
26650,26991,112676,34.0,Female,25062.25,Grocery,28.89,6.0,4.0,No,0
19015,19217,119810,46.0,Male,45269.3,Fashion,39.24,3.0,1.0,Yes,0
36900,37424,121581,18.0,Male,15286.49,Beauty,20.38,5.0,0.0,No,0
42703,43334,125939,51.0,Female,66487.73,Fashion,11.98,17.0,2.0,No,0
48910,49645,105416,29.0,Male,34070.64,Grocery,32.42,7.0,,No,1
37181,37715,104842,23.0,Female,45611.96,Sports,43.38,3.0,7.0,No,1
7415,7462,123928,29.0,Female,17896.58,Fashion,28.36,7.0,7.0,No,0
49519,50263,145544,22.0,Male,17799.71,Fashion,17.56,26.0,7.0,Yes,1
42943,43581,133981,36.0,Male,54929.67,Electronics,30.68,2.0,2.0,Yes,1
46792,47492,116844,58.0,,12528.04,Grocery,28.76,5.0,4.0,No,0
44202,44862,123166,33.0,Male,57134.97,Electronics,29.79,10.0,5.0,No,1
43517,44166,145945,58.0,Female,39746.76,Electronics,32.95,9.0,4.0,No,0
33554,34029,115341,43.0,Female,34119.03,Sports,15.0,16.0,3.0,Yes,1
40521,41112,124875,56.0,Female,27985.93,Sports,23.07,4.0,1.0,No,1
969,969,121071,64.0,Male,51355.24,Fashion,37.99,5.0,2.0,,0
16081,16232,127180,42.0,Male,103885.32,Sports,9.83,7.0,1.0,No,0
43841,44494,138171,36.0,,51163.41,Sports,11.48,4.0,3.0,No,0
34131,34616,133557,47.0,Female,31924.92,,25.55,10.0,2.0,Yes,1
34485,34975,145482,43.0,Male,64475.67,Beauty,23.2,8.0,1.0,Yes,1
43365,44013,144941,50.0,Male,92634.43,Home,22.88,6.0,2.0,No,1
12616,12718,132983,54.0,Female,25056.13,Beauty,59.72,6.0,2.0,Yes,1
22135,22387,101260,56.0,Female,45397.05,Home,26.36,2.0,3.0,No,0
28328,28703,131915,25.0,Male,31394.09,,13.47,5.0,2.0,Yes,0
41551,42165,139112,29.0,Male,45370.9,Beauty,43.09,18.0,3.0,No,1
48417,49144,137130,46.0,Male,36162.4,Fashion,27.37,14.0,5.0,Yes,1
45373,46053,107297,31.0,Female,68418.92,Beauty,34.24,7.0,3.0,No,1
2518,2526,130108,45.0,Male,35969.66,Sports,25.26,2.0,,Yes,1
9838,9909,121212,23.0,Female,26286.94,Sports,15.96,7.0,1.0,No,0
36647,37166,139246,57.0,Female,45553.26,Grocery,22.38,2.0,3.0,No,0
11915,12011,147151,53.0,Female,16370.27,Grocery,35.72,8.0,,No,0
32855,33317,117604,31.0,Male,57093.28,Sports,16.36,10.0,1.0,No,0
21999,22249,112309,58.0,Female,22736.41,Beauty,15.17,8.0,1.0,No,0
41563,42177,149660,62.0,Female,38832.63,Grocery,9.12,9.0,1.0,No,0
12122,12219,112618,34.0,Female,33145.01,Fashion,16.68,7.0,0.0,Yes,0
15561,15707,145035,33.0,Male,10000.0,Fashion,10.31,6.0,5.0,No,0
13808,13929,107725,60.0,Male,28200.61,Fashion,12.43,4.0,4.0,Yes,0
40456,41046,118570,41.0,,31946.92,Grocery,21.3,5.0,0.0,Yes,1
32446,32897,132841,37.0,Female,53230.25,Sports,6.61,9.0,3.0,Yes,0
24893,25197,129150,41.0,Female,16832.57,Fashion,32.67,6.0,4.0,Yes,0
39594,40176,120048,65.0,Male,48329.45,Sports,34.54,6.0,2.0,Yes,1
47580,48289,129302,46.0,Female,44031.74,Home,5.59,8.0,2.0,,0
11765,11858,130715,42.0,Male,35832.49,Sports,14.83,1.0,2.0,No,1
45213,45890,147107,53.0,Male,16979.01,Beauty,24.6,9.0,1.0,Yes,1
27351,27706,133951,48.0,Male,31106.05,Electronics,38.03,19.0,4.0,No,1
3282,3292,137718,29.0,Male,26237.18,Sports,18.94,5.0,4.0,Yes,0
18642,18842,138776,39.0,Male,28440.04,Sports,3.75,4.0,2.0,Yes,0
29687,30085,110550,36.0,Male,44963.79,Grocery,33.93,1.0,3.0,Yes,0
34206,34692,134978,44.0,Male,37472.59,Fashion,15.62,3.0,1.0,No,0
30696,31116,111185,31.0,,10000.0,Beauty,6.67,7.0,2.0,Yes,1
17826,18006,103892,62.0,Female,29086.71,Beauty,27.78,3.0,2.0,No,0
23260,23530,129422,26.0,Male,43559.95,Sports,24.33,14.0,4.0,No,1
27386,27743,126043,53.0,Other,23704.01,Home,27.22,7.0,2.0,Yes,1
32938,33400,143353,65.0,Female,64622.62,Grocery,14.07,12.0,2.0,Yes,1
4145,4159,110584,39.0,Female,20669.98,Home,5.63,6.0,3.0,Yes,0
36904,37428,104562,38.0,Female,25531.57,Sports,28.89,12.0,1.0,No,0
927,927,129254,54.0,Male,24593.9,Electronics,19.04,4.0,2.0,No,1
37040,37566,139508,61.0,Male,37939.14,Fashion,23.78,3.0,2.0,Yes,0
4470,4487,131144,63.0,Male,20255.02,Grocery,26.86,3.0,2.0,No,1
3975,3988,109390,37.0,Female,32567.08,Electronics,26.7,5.0,3.0,No,0
5737,5759,116765,30.0,Female,19256.01,Sports,16.63,2.0,3.0,No,1
48120,48843,129010,47.0,Male,38276.64,Fashion,13.71,6.0,3.0,No,1
26222,26551,104434,23.0,Male,43096.36,Fashion,17.27,6.0,3.0,Yes,0
34585,35079,143681,64.0,Female,33388.8,Sports,17.86,7.0,0.0,Yes,1
37028,37553,106793,58.0,Male,51592.9,Home,21.49,2.0,6.0,Yes,1
42788,43424,121798,19.0,Female,50650.92,Grocery,8.56,8.0,1.0,Yes,1
44662,45330,125069,50.0,Male,82796.4,Grocery,20.28,9.0,3.0,No,1
8818,8880,144823,18.0,Male,33644.49,Grocery,18.46,5.0,0.0,No,0
12619,12721,130126,44.0,Female,54934.16,Grocery,29.32,2.0,3.0,Yes,1
38044,38593,115009,65.0,Female,15760.5,Sports,36.47,10.0,1.0,Yes,1
24306,24603,104439,34.0,Other,50106.33,,15.64,6.0,1.0,Yes,1
28627,29008,116612,23.0,Male,14861.56,Electronics,9.76,10.0,3.0,No,0
34820,35315,133960,63.0,,10000.0,Electronics,14.79,4.0,3.0,Yes,1
265,265,115715,32.0,Female,60830.14,Fashion,43.82,3.0,,No,1
41562,42176,130981,35.0,Female,12831.01,Sports,10.8,16.0,5.0,No,1
32710,33168,127107,32.0,Female,32506.83,Fashion,17.95,3.0,2.0,Yes,0
38589,39150,124261,19.0,Male,29423.92,Home,37.01,4.0,2.0,No,0
45923,46612,123545,39.0,Male,40169.36,Home,19.56,7.0,3.0,No,0
25585,25902,143521,26.0,Female,18041.72,Electronics,23.53,12.0,2.0,Yes,1
13790,13910,115248,24.0,Female,29817.86,Fashion,15.19,6.0,1.0,Yes,0
18424,18616,147268,27.0,Female,28379.18,Beauty,15.95,7.0,1.0,No,0
28074,28445,108848,28.0,Female,10000.0,Electronics,48.97,5.0,2.0,Yes,0
20311,20532,100576,35.0,Male,60838.35,Grocery,17.27,5.0,0.0,Yes,0
8756,8817,111854,57.0,Male,24097.93,Fashion,17.04,9.0,3.0,Yes,0
22029,22280,137983,39.0,Male,12403.57,Fashion,11.46,5.0,1.0,Yes,0
17090,17259,111734,57.0,Male,69581.25,Grocery,30.96,5.0,0.0,Yes,1
2066,2069,135779,18.0,Male,51813.66,Electronics,35.69,2.0,3.0,No,1
11785,11878,107672,39.0,Male,63514.1,Grocery,21.95,6.0,0.0,No,0
23019,23286,109211,53.0,Male,30420.21,Grocery,11.74,2.0,0.0,No,1
38199,38750,113471,47.0,Female,65412.12,Electronics,19.34,5.0,5.0,No,1
10337,10415,123576,33.0,Female,78595.77,Sports,8.36,8.0,3.0,No,1
4454,4471,148716,45.0,Male,61994.05,,9.73,5.0,3.0,No,0
33751,34233,143622,56.0,Female,51004.63,Home,16.75,9.0,2.0,No,1
23874,24156,148793,44.0,Female,69936.17,Fashion,15.19,10.0,60.0,No,1
48283,49009,120671,49.0,Female,36352.72,Fashion,18.54,1.0,1.0,No,0
7977,8030,104158,32.0,Female,10132.68,,26.92,14.0,4.0,No,1
45767,46451,132253,59.0,Male,16931.92,Electronics,19.28,14.0,4.0,Yes,1
12111,12208,122507,55.0,Male,74154.84,Beauty,31.13,7.0,3.0,No,0
6844,6879,136896,21.0,Other,34139.85,Beauty,11.67,5.0,3.0,No,0
47727,48441,148499,19.0,Male,23554.58,Fashion,15.11,16.0,4.0,No,1
22930,23196,109854,28.0,Male,33336.59,Fashion,21.23,4.0,3.0,No,1
20150,20369,108510,58.0,Female,116464.06,Sports,13.25,5.0,3.0,No,1
32484,32936,114317,39.0,Female,27656.73,Electronics,32.57,8.0,7.0,No,1
27522,27880,111316,56.0,Female,32230.85,Sports,31.44,9.0,4.0,Yes,1
33091,33557,147000,50.0,Male,60321.04,Fashion,64.22,4.0,3.0,Yes,1
27854,28219,129381,39.0,Female,49298.04,Fashion,15.19,7.0,4.0,No,1
37649,38189,107258,48.0,Female,61788.69,Electronics,46.63,2.0,3.0,Yes,0
24086,24374,141063,30.0,Male,17412.87,Grocery,16.21,13.0,4.0,No,1
18085,18270,108672,21.0,Female,29467.2,Sports,16.74,9.0,,No,1
35277,35775,126075,58.0,Male,41121.99,Grocery,11.29,5.0,2.0,Yes,1
24915,25219,133470,36.0,Female,26882.27,Electronics,35.15,15.0,2.0,Yes,1
48117,48840,126144,24.0,Male,65706.34,Electronics,11.06,5.0,2.0,No,0
6049,6073,139365,40.0,Female,44934.2,Fashion,9.56,6.0,3.0,Yes,0
3238,3248,139648,57.0,Male,86580.71,Fashion,36.32,10.0,4.0,No,1
3674,3685,124615,18.0,Female,33739.71,Sports,35.9,9.0,1.0,No,1
22962,23228,141859,49.0,Male,18289.6,Sports,39.15,9.0,3.0,Yes,1
40785,41378,136010,59.0,Male,22954.3,Fashion,10.39,5.0,,Yes,0
47230,47935,148774,35.0,Male,13010.09,Beauty,12.69,15.0,0.0,No,0
16018,16167,120521,45.0,Male,37457.05,Electronics,16.61,2.0,4.0,Yes,1
8336,8394,148679,62.0,Male,24952.29,Fashion,36.03,9.0,5.0,No,0
7816,7868,113801,37.0,Female,38994.56,Home,14.33,3.0,2.0,No,0
42824,43461,149437,60.0,Male,58157.71,Sports,5.8,,2.0,Yes,0
13584,13701,101349,53.0,Male,58700.98,Grocery,21.36,15.0,2.0,Yes,1
7904,7957,123922,41.0,Male,10000.0,Grocery,6.61,8.0,4.0,No,1
36660,37179,138627,42.0,Male,40701.42,Sports,28.13,5.0,2.0,Yes,1
3901,3912,122469,44.0,Male,22942.78,Home,15.34,2.0,3.0,Yes,0
17104,17273,111866,32.0,Female,52169.25,Electronics,22.63,8.0,1.0,Yes,0
16534,16697,146838,28.0,Female,16990.38,Fashion,11.57,6.0,1.0,No,0
31516,31951,117104,49.0,Male,42580.87,Fashion,19.1,7.0,2.0,No,0
38179,38730,149496,46.0,Female,65242.87,Sports,26.36,4.0,1.0,Yes,1
6192,6218,110950,50.0,Female,36126.97,Home,8.5,16.0,1.0,No,1
34732,35227,100165,38.0,Female,28902.57,Electronics,16.76,14.0,1.0,No,1
29578,29973,141212,47.0,Female,29780.6,Grocery,17.09,6.0,,Yes,1
22772,23036,112707,36.0,Male,78545.45,Fashion,22.73,,1.0,No,0
48917,49652,142930,23.0,Female,59422.01,Home,14.22,13.0,3.0,Yes,1
6157,6183,123039,44.0,Female,20152.43,Grocery,19.56,4.0,,No,0
2084,2087,116994,25.0,Male,16718.9,Home,16.03,4.0,4.0,Yes,1
4060,4073,116743,37.0,Male,69944.63,Fashion,59.69,10.0,0.0,No,1
28046,28417,102152,33.0,Female,86174.44,Electronics,34.54,6.0,6.0,No,0
43581,44231,118325,18.0,Female,23415.13,Electronics,25.43,16.0,4.0,Yes,1
37632,38172,114405,60.0,Male,51645.01,Sports,58.51,3.0,3.0,No,1
41261,41862,115899,39.0,Male,28657.25,Sports,32.48,3.0,2.0,No,1
24269,24565,136645,34.0,Male,15167.81,Fashion,14.14,24.0,1.0,No,1
37437,37975,134722,63.0,,31070.89,Home,18.02,2.0,3.0,No,0
5939,5962,138222,23.0,Female,17916.89,Sports,23.5,19.0,5.0,No,0
39602,40184,109785,40.0,Male,57891.43,Beauty,22.72,5.0,4.0,Yes,0
31298,31729,114333,34.0,Female,53989.53,Fashion,20.64,5.0,3.0,No,1
24066,24354,107489,18.0,Male,35759.22,Fashion,12.51,9.0,1.0,No,0
5277,5296,123315,42.0,Female,25337.62,Grocery,20.09,10.0,2.0,No,1
21367,21607,121723,40.0,Male,32783.48,,36.04,3.0,4.0,Yes,1
6111,6136,112790,46.0,Male,28286.21,Grocery,21.91,9.0,4.0,No,1
16231,16390,127151,59.0,Female,36925.84,Fashion,81.47,1.0,4.0,Yes,1
37666,38207,133045,29.0,,14161.14,Grocery,10.71,10.0,,Yes,0
8809,8871,142828,42.0,Female,34296.42,Electronics,21.99,8.0,0.0,Yes,1
48864,49599,131111,37.0,Male,37393.03,Beauty,30.52,6.0,4.0,Yes,0
19471,19677,106526,21.0,Female,33783.4,Home,8.2,9.0,1.0,Yes,0
32683,33138,123440,65.0,Male,22828.34,Home,9.93,4.0,3.0,Yes,1
11327,11416,110344,48.0,Female,79972.98,Sports,21.69,5.0,2.0,Yes,1
22461,22719,116411,65.0,Female,62047.54,Fashion,43.68,11.0,3.0,No,1
44705,45373,106772,50.0,Male,11803.5,Home,44.84,3.0,5.0,Yes,1
42653,43284,133758,32.0,Female,27038.48,Electronics,10.36,6.0,2.0,No,0
37017,37542,108255,56.0,Male,50218.37,Fashion,17.95,11.0,4.0,Yes,1
296,296,123443,19.0,Male,36748.77,Sports,24.7,15.0,2.0,Yes,1
31306,31737,133216,31.0,Male,36895.77,Fashion,26.11,11.0,5.0,No,0
